,titles,keys,cluster_num
4336,"Green Mountain Coffee® Pods Medium Roast Variety Pack K-Cup® Pods, 0.4 Oz, Box Of 48 Item # 912409","['brewing_type', 'serving_size', 'caffeine_level', 'quantity']",24
5760,"Green Mountain Coffee® Caramel Vanilla Cream Coffee Vue Pack, 16/Box (Green Mountain Coffee® 9369) - New & Original","['type', 'beverage_type']",24
5976,White Children's Patio Rocker,"['commercial_residential', 'seating_type', 'frame_primary_finish', 'chair_type', 'frame_material', 'assembly_required', 'patio_furniture_features']",25
6838,Woodland Twin over Twin Bunk Bed with Trundle,"['assembly_required', 'product_care', 'frame_material', 'wheels_included', 'wood_construction_type', 'commercial_or_residential_certifications', 'product_information']",26
6949,Glider Bench,"['assembly_required', 'seating_capacity', 'wood_construction_type', 'toss_pillows_included', 'wood_species', 'product_information', 'arms_included', 'mildew_resistant', 'water_resistant']",27
7558,Survive Outdoors Longer Emergency Blanket,['batteries_included'],28
8307,Roanoke Black Storage Bench,"['furniture_features', 'assembly_required', 'arms', 'included', 'colorfinish', 'chair_type', 'colorfinish_family']",29
8597,3KTC63 - Cover Cap Outdoor,"['voltage', 'sold_by']",30
8741,A Cabin Full of Food (Mostly a cookbook),['paperback'],31
14626,Picnic Time Collegiate Mega Can Cooler by Picnic Time,['color'],32
15084,Picnic Time 779-00-179-014-1 Wichita State University Shockers Digital Print Sidekick Cooler in Black,"['finish', 'weight']",32
8928,"Arksen 80QT Portable Rolling Cooler Ice Chest Cool Soda Beverage Party, Rattan","['color', 'assembly_required']",32
10656,Top Features of the Mountain Hardwear Shifter™ 2 Tent Blue One Size,"['number_of_doors', 'number_of_poles']",33
9005,Coleman Tenaya Lake 8 Person Fast Pitch Instant Cabin Camping Tent w/ WeatherTec,"['form_factor', 'number_of_doors']",33
9172,Nature Saver Recycled Envelope,"['post-consumer-waste', 'recycled_content', 'assembly_required', 'color']",34
9713,Yosemite Home Decor Wooden Gray Natural Polyresin Outdoor Fountain,"['usage', 'assembly']",35
9888,Hudson Stone 40 in. Round Fire Pit Kit,"['outdoor_living_product_type', 'color_family', 'features', 'colorfinish', 'assembly_required']",36
12277,Eskimo EVO1 Crossover Ice Shelter,['capacity'],37
13901,"Nest and Stack Container, 19-1/2 in, Gray",['color'],38
14448,Fisher Price Rainforest Friends Portable Rocker,"['batteries_included', 'number_of_batteries']",39
16750,Disney Tsum Tsum Plush Cushion Chip,['warranty_type'],40
17319,Boys Like Trucks Nightstand,"['type', 'construction', 'price', 'top_material', 'features', 'general_style']",41
18358,LEGO Minecraft The Snow Hideout (21120),['product_dimensions'],42
18908,LEGO Minecraft The Cave 21113,['pages'],42
18370,Driftwood Finish Forest Birdbath,['color_family'],43
18630,10 lb. Argentine Bahiagrass Grass Seed,['organic'],44
18836,Ty Beanie Babies Hello Kitty - Green Christmas Outfit,"['product_group', 'package_quantity', 'is_adult_product', 'warranty', 'date_last_updated', 'product_type_name', 'where_to_buy', 'binding']",45
1506,KidKraft Sweet & Pretty Dollhouse Toy,['batteries'],46
19085,KidKraft Uptown Dollhouse with 36 accessories included,['is_assembly_required'],46
29,Melissa & Doug Bead Bouquet Deluxe Set,"['colour', 'batteries_included']",47
121,Coleman Montana 8-Person Tent,"['number_of_doors', 'form_factor', 'color']",48
1385,Vango Nova 200 Tent,"['doors', 'bedrooms']",48
10191,CORE 6 Person Dome Tent - 11' x 9',['color'],48
12076,Ozark Trail 10-Person 3-Room XL Family Cabin Tent,"['form_factor', 'number_of_doors', 'color']",48
5674,Outfitter XXL Quick Tent,['color'],48
3361,Sundome 6 Person Tent (Green and Navy color options),"['number_of_poles', 'number_of_doors', 'form_factor', 'color']",48
6880,"Northwest Territory Eagle River 18' x 10', 8 Person Tent with Quick Camp Insta-Frame","['number_of_doors', 'age']",48
3686,Signal Mountain 10 ft. x 9 ft. 6-Person Instant Tent,"['number_of_doors', 'returnable']",48
5814,"Golite Arcadia 2 Person Tent- Evergreen, One Size",['size'],48
9407,Coleman Airbed Cot - Queen,"['size', 'color']",49
9323,Night & Day Furniture Nutmeg Natural Full Bed,['finish'],49
3791,Pulaski Furniture Queen All-In-One Fully Upholstered Shelter Bed,['assembly'],49
174,Details about PAW PATROL TAPERED CEILING LIGHT SHADE KIDS BEDROOM OFFICIAL NEW FREE P+P,['room'],49
8860,"Modern Sleep Universal Heavy-Duty Adjustable Metal Bed Frame with Double Rail Center Support Bar, Fits All Mattress Sizes","['is_assembly_required', 'finish']",49
8757,Ottoman Storage Blanket Box Foot Stool Toy Bed Faux Linen Large Brown,['colour'],49
9960,Home Styles Furniture Crescent Hill Two-Tone Tortoise Shell King Leather Upholstered Bed,['assembly'],49
17838,Magnussen Home Graylyn Youth Full Panel Bed with 1 Storage Rail and 1 Regular Rail,['assembly'],49
1131,Chic Home Petunia Bed in a Bag Comforter Set by Chic Home,"['size', 'pattern', 'care_instructions', 'color']",49
1091,Vesgantti 4FT6 Doule Pocket Sprung and Memory Foam Mattress / with Ergonomic Design Sleeping Zone - More Sizes Available: 3FT Single / 4FT Small Double / 5FT UK King Size,['colour'],49
8878,Hillsdale Furniture Wilshire Antique White King 4-Piece Bed Set,['assembly'],49
9902,Sunny Designs 2334RO 4 PCs Sedona Queen Storage Bedroom Set,"['finish', 'free_shipping', 'shipping_time', 'assembly_required']",49
9766,Howard Elliott Collection Coco Coral King Bedroom Set (Kit and Cover),['usage'],49
1161,"Franklin & Ben Mayfair Nursery Furniture Bundle, Rustic Brown","['producttypename', 'productgroup', 'department', 'binding', 'numberofitems']",49
17436,My Blankee Pick a Bunch 6 Piece Crib Bedding Set,"['count', 'color']",49
8718,"Naturepedic Organic Cotton Stokke Sleepi Crib Mattress, Oval, 27""x47""x3""",['assembly_required'],49
8615,East Pleasant View Storage Panel Customizable Bedroom Set,"['finish', 'assembly_required']",49
6907,Garden Patio Wooden Wood Frame Hammock Swing Sun Bed Lounger Canopy + 2 Pillows Cream,['colour'],49
6930,NE Kids School House Chocolate Twin Stair Loft with Desk End and Full Lower Bed,['assembly'],49
18625,7.5 ft. Polyester Hammock with Bolster Pillow in Cantina Stripe,"['color_family', 'assembly_required']",49
11127,3 Month Short Let - 2 Double Bed West Kensington,"['parking', 'garage']",49
18989,Concierge Collection Diamond Quilted Magic Loft® Mattress Pad,['fabric_care'],49
10483,Lush Decor Boho Stripe Multicolor Seven-Piece Full/Queen Comforter Set,"['pieces_in_set', 'usage']",49
6750,Brittberg B265 King Poster Storage Bed (Beds - King),"['size', 'color']",49
1442,Queen size 2-inch Blue Gel Memory Foam Mattress Topper - Made in USA,"['machine_washable', 'fill_material', 'stain_resistant', 'hypoallergenic', 'number_of_items_included', 'water_resistant', 'color']",49
15231,"Tempur-Cloud Breeze Dual Cooling Pillow, King",['sold_by'],49
15234,Obaby Sophie Swinging Crib & Mattress - Walnut,"['finish', 'colour', 'assembly_required']",49
10646,FUF 4 ft. Large Comfort Suede Bean Bag Lounger,['pattern'],49
6516,Mid Town King Upholstered Platform Bed,"['assembly_required', 'frame_material', 'wood_construction_type', 'wood_species', 'product_information', 'upholstery_material', 'color']",49
15947,"Serta Fenwick Firm 12"" Plush Gel Memory Foam Cal King Mattress","['special_order', 'dimensions']",49
10694,Hillsdale Furniture Bromley Orly Gray Queen Bed,['assembly'],49
19145,Tutti Bambini Katie sleigh Cot Bed/Sofa - White,['colour'],49
6405,Woodard Cortland Cushion Kieran Spice Crescent Bench with Optional Cushion,"['assembly', 'collection', 'usage']",49
10746,Nemesis Aurum Upholstered Panel Bed,"['assembly_required', 'product_care', 'wood_construction_type', 'wood_species', 'product_information']",49
6108,Magnussen Home Brenley Natural Umber Wood King Panel Bed Headboard ONLY,['size'],49
6131,Madison Park Freeport Green Seven-Piece Queen Comforter Set,"['pieces_in_set', 'usage']",49
15596,Expressions Polyester And Mink Brown Super Soft Single Electric Bed Warmer- (code -polar103sb),"['type', 'design', 'product_color', 'pattern', 'warranty']",49
640,Home Styles Furniture Bermuda Espresso Queen Canopy Bed and Two Night Stands,"['finish', 'assembly']",49
632,"Home Styles Furniture Americana Distressed Oak Queen Bed, Night Stand, and Media Chest",['assembly'],49
3178,Pillow Perfect 502144 Fresco Navy Bench Cushion,['width'],49
16247,Concierge Collection Platinum 1500 Thread Count Easy-Care 2-pack Pillows,['fabric_care'],49
9588,Full Metal Platform Bed with Headboard and Footboard in Brushed Bronze,"['commercial_use', 'assembly_required', 'distressed', 'frame_material', 'number_of_items_included']",49
11229,Hillsdale Furniture Kaylie Pewter Queen Headboard Only,['assembly'],49
8254,Acme 05858 Conrad White Bycast PU Adjustable Sofa Bed Futon,"['shipping_time', 'free_shipping', 'assembly_required', 'color']",49
8150,Furniturerun Kitty Single White Metal Bed Frame,['warranty_type'],49
17061,Fashion Bed Group Fenton Black Walnut Twin Bed Frame,['finish'],49
11309,Lennart Platform Bed,"['wood_construction_type', 'assembly_required', 'product_information', 'frame_material']",49
5123,05-11 Dodge Dakota 5' Bed w/o Cargo Mgmt Soft Tri-Fold Bed Cover,"['shipping', 'quantity']",49
799,Triguard Universal Standard Cab Long Bed Full Size Indoor/Outdoor Truck Cover,"['cover_material', 'color_family', 'uv_resistant', 'color']",49
14074,Broyhill 2 in. California King Gel Mattress Pad,['furniture_features'],49
16693,"Laptop stand, riser pillow tray- pastel yellow tray with black and white striped pillow","['size', 'pattern']",49
869,Metro Stripe Swing Hammock with Summer Toile Pillow,['weight'],49
5321,Jodhaa Polyster Red Cushion Cover (code - 21ccva043),"['warranty', 'color']",49
18781,"Sunbeam Therapeutic Heated Mattress Pad, King (msu7rks-c000-15a44)",['color'],49
10319,Woodard Cortland Cushion Kieran Spice Love Seat,"['assembly', 'collection', 'usage']",49
18880,Modway Furniture Tracy Queen Bed in Cappuccino Green,"['assembly', 'usage']",49
7338,Brentwood 557 Corduroy Bedrest,"['binding', 'producttypename', 'productgroup']",49
206,Milo - Glass bathtub,"['type', 'general_style', 'price']",50
303,Bratz Interactive - Lil' Bratz Party Time,"['packaging', 'aspect_ratio', 'international_shipping', 'video']",51
1642,Halsey Upholstered Bed,['number_of_boxes'],52
1690,29 in. W x 14 in. H Hot Tub Steps in Redwood,['number_of_steps'],53
1990,Kensington Memory Foam Seat Rest,"['adjustable', 'features', 'assembly_required', 'quantity', 'color']",54
2088,SnoozeShade Plus - Sunshade and Sleep Aid for Pushchairs and Strollers,['ships_to'],55
8927,MothercareMulticoloured Sleep Suits,"['sleeves', 'fit', 'length', 'color']",55
2163,Hillsdale Pine Island 2-drawer Nightstand,"['assembly', 'product_features']",56
2289,NE Kids Walnut Street Chestnut Full Devon Panel Bed,['assembly'],57
2988,Banyan Tree Condo,"['year_last_renovated', 'check_in_time', 'check_out_time']",58
3630,"Big train raspberry chai latte, two 3.5lb. bags + storage tub",['availability'],59
3845,Oxford Garden Travira Go Green Sling Seats Chat Chair Set of 2,"['finish', 'assembly', 'collection', 'usage']",60
4086,Fletcher Hotel Het Veluwse Bos,"['year_last_renovated', 'check_in_time']",61
4865,Lazy Hill Farm Designs Lazy Hill Birdhouse,['usage'],62
5152,Comfort Inn Kingdom City,"['number_of_floors', 'year_built', 'check_out_time', 'year_last_renovated', 'check_in_time']",63
5296,Varian Upholstered Storage Bedroom Bench,"['finish', 'assembly_required', 'leg_material', 'seat_material', 'frame_material', 'seating_capacity', 'product_care', 'wood_construction_type', 'wood_species', 'lid_included', 'product_information', 'upholstery_material', 'arms_included', 'pattern', 'number_of_items_included']",64
5484,Hotel Laguna Istra,"['year_last_renovated', 'check_out_time', 'check_in_time']",65
5676,Motel 6 Naperville,"['number_of_floors', 'year_built', 'check_out_time', 'year_last_renovated', 'chain', 'check_in_time']",66
6239,Fashion Bed Group Danbury Headboard,"['finish', 'assembly']",67
6432,Reclining Camp Sage Green and Dark Grey Patio Chair,['frame_material'],68
13301,Deco Stacking Patio Lounge Chaise,"['commercial_residential', 'frame_primary_finish', 'assembly_required']",68
8459,Belltown Sidewalk Grey Patio Lounge Chair Cover,['color_family'],68
6397,Cannes Patio Chaise Lounges with Charcoal Grey Cushions (2-Pack),"['fill_material', 'frame_primary_finish', 'assembly_required', 'commercial_residential', 'fabric_color_family', 'cushion_style', 'frame_material', 'fabric_type']",68
6442,SleepMaker Miracoil Support Firm Mattress,['categories'],69
8752,Drake Sleeper Sofa,"['application', 'assembly_required', 'arm_type', 'upholstery_material', 'seating_capacity', 'back_style', 'product_information', 'frame_finish', 'toss_pillows_included', 'seat_style']",70
7387,"Mainstays Sofa Sleeper, Remove Cushions To Utilize Bed",['color'],70
7622,Newfield Bed,"['color_finish', 'general_style', 'price']",71
7739,Regitina Platform Bed,"['assembly_required', 'wood_construction_type', 'color']",72
8568,Sleigh Bed,"['construction', 'general_style', 'price']",73
8696,Hotel A Pinnata,"['number_of_floors', 'year_built', 'check_out_time']",74
9858,Green Mountain Dresser,"['general_style', 'price', 'color_finish']",75
11288,Protect-A-Bed Premium Mattress Protector - Queen,"['color_family', 'fabric_care', 'audience', 'fabric']",76
18947,BR Baby Stockholm Cot Bed White — £169.99,['colour'],77
18965,"Lumisource Snow Leopard Paw Chair, Gray OfficeMax # 23880329","['recommended_daily_usage', 'seat_material', 'frame_construction']",78
18991,seguryy Soft Plush Car Steering Wheel Covers Interior Fittings for Car Parts,"['producttypename', 'color', 'productgroup']",79
19062,Atlantic Woodland White Staircase Twin Twin Bunk Bed Drawers,"['finish', 'shipping_time', 'free_shipping', 'assembly_required']",80
70,Lacoste Large Beach Towel 36 x 72 - Rayures,"['stain_resistant', 'height', 'water_resistant']",81
250,The Jungle Book - Illustrated,"['x-ray', 'sold_by', 'lending']",82
427,God Hates Charades Party Game,['batteries_included'],83
657,Fendi Zucca Tote,"['hardware', 'dimensions', 'color']",84
2763,Moccasins,['measurements'],84
1038,Scott Bath Tissue 1000 Sheet Rolls (Pack of 20) by Scott,['age_group'],85
1143,"Donald J. Pliner ""Rome"" Pointed Toe Pump with Kitten Heel","['insole', 'lining', 'sole']",86
1578,WOMEN PTT Swim one-piece (Botanical),['care'],87
18130,Swimming To Cambodia,"['number_of_discs', 'rated', 'studio']",87
2271,Round the Bend,['format'],88
13752,Kaytee Super Salt Savors with Holder,"['care_instructions', 'color']",89
2616,72 in. Rounded Blade Kayak Paddle,['assembly_required'],89
2652,Carter's Scalloped Rashguard Set,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",90
2705,Tropic of Capricorn,"['publication_date', 'format']",91
3814,Tails,['age_range'],92
4338,Twister Agapanthus,['form'],93
4372,Peppa Pig Bathtime Boat,"['manufacturer_recommended_age', 'assembly_required', 'batteries_included']",94
18716,"Waterfront Cottage with Live-in Boathouse Fenelon Falls, Sturgeon Lake, Ontario","['bedrooms', 'bathrooms', 'response_time', 'property_type', 'internet']",95
8031,Lobster Lounge,"['color_family', 'colorfinish']",95
6471,Life in a Paper Boat,"['format', 'number_of_discs']",95
13609,"The Essentials of Living Aboard a Boat, Revised & Updated",['paperback'],95
4510,"Bay Boat Cover - Rounded Bow, Low or No Bowrail, Trailerable",['unit'],95
4672,Turtle Beach Ear Force Stealth 450,"['hardware_platform', 'batteries', 'operating_system', 'color']",96
11668,Walking on Water,['format'],97
11301,Dismember Like an Everflowing Stream,['international_shipping'],97
4792,FANNI - Sandals - water,['sole'],97
6977,On The Mastery Of Water-Colour Painting,"['number_of_pages', 'format']",97
11955,Fauna,"['type', 'price', 'pattern', 'general_style']",98
4878,Nature Iv,"['technology', 'fastening', 'sole_material', 'mid_sole_material']",98
5269,Seaside Escape Women's Retreat Kit: Where Women Bask in God's Presence,['format'],99
5418,Tears of the River,"['x-ray', 'lending', 'sold_by']",100
17547,Surya - Metallic Stamped - Throw Pillow,"['pattern', 'shape', 'cleaning_instructions']",101
5794,Surya - Rain - Throw Pillow,"['shape', 'cleaning_instructions']",101
6438,Noah's Ark: A Feasibility Study,['format'],102
8099,Brielle Back Zip Sandal,['platform_height'],103
9221,Profile: Aquaman #8,"['type', 'availability']",104
11848,2004 #1 Hull PREDATOR,"['year', 'fuel_type']",104
12915,Schleich Bayala Rainbow Unicorn Mare,['price'],104
11664,Thoracoscopy for Pulmonologists,"['copyright', 'copyright_holder']",105
12279,MARINETTE,"['movement', 'year', 'case_material', 'strap_material']",106
13501,JIL SANDER NAVY,['measurements'],107
14643,National Geographic Snorkeler Swordfish Snorkel,['quantity_in_basket'],108
14802,Last Chance Detectives: Escape from Fire Lake,['format'],109
15676,Serenity 7 Tub Only,['price'],110
15925,Estuary,['format'],111
16147,Tortola by Tim Cotterill,['colorfinish'],112
16209,OP Ocean Pacific - Mens Vintage 70s Nude Wahine Hawaiian Surf Shirt,['fabric'],113
17177,O'Brien Wake Warrior I 1-Person Towable Tube,['cover'],114
17514,Hawai Navy Blue & Off White Georgette Saree Whs00421,"['warranty', 'color']",115
18308,Continental HMS 45+,['rating'],116
18997,Guide to Seabirds of Southern Africa,['paperback'],117
463,Couture Coastal Retreat Mother of Pearl Bookends,"['assembly', 'usage']",118
867,Rudas: Niño's Horrendous Hermanitas,"['grade_level', 'hardcover', 'age_range']",119
2869,Land & Sea Tahiti Senior Snorkel Set - Yellow,['colour'],120
2900,White Sands,"['publication_date', 'format']",121
3882,Tar Beach,"['pages', 'format']",121
3032,Zuo Modern Contemporary Martinique Beach Day Bed Brown,['assembly'],122
10237,Gate of the Sun,['paperback'],123
6425,Searching for the Sun,"['x-ray', 'print_length', 'sold_by', 'lending']",123
3660,Ray Of Sunshine,['colour'],123
15044,SS71/BP/PHOENIX EXTREME - SUPER SUN,['case_quantity'],123
15462,Sunshine,"['x-ray', 'sold_by', 'lending']",123
4551,Outdoor Summer Breathable Beach Men Slippers,['occasion'],124
5080,Sunnyside: Transitional Mission Two-Light Shower,"['number_of_bulbs', 'type', 'general_style', 'price', 'lamp_type']",125
7671,"""Outdoor Shower""",['size'],125
13401,Sunrise Classic Tub,"['color_finish', 'price', 'general_style']",125
7898,Isabella Collection Bath Basin,"['color_finish', 'mount_type', 'price', 'general_style']",125
9893,Tri-Coastal Marilyn 2-Pc. Shower Gel & Body Scrub Bath Set - Champagne,['size'],125
5181,Sable Island,['finish'],126
5359,Knucklehead Div 2 Flood,"['color_family', 'water_resistant', 'batteries_included', 'bulb_type', 'color_finish', 'battery_size', 'warranty', 'waterproof', 'number_of_batteries_required', 'rechargeable']",127
5446,Wild Weather: Hurricanes!,"['pages', 'format']",128
6468,767 Tropical Cir,"['bedrooms', 'pool', 'year_built', 'garage', 'bathrooms']",129
7276,"Kauai Trailblazer: Where to Hike, Snorkel, Bike, Paddle, Surf",['paperback'],130
9140,Trout Flies for Rivers: Patterns from the West That Work Everywhere,['hardcover'],131
9545,Sharks from Mars,"['file_format', 'edition']",132
9974,Ford Expedition Questions,['more'],133
11177,Flower Mountain Yamano,['color'],134
11495,Palm Springs,['larger_lot'],135
11618,Lonely Planet France (Travel Guide),"['x-ray', 'sold_by', 'lending']",136
16028,Montblanc Summit 7045,"['bezel_material', 'strap_color', 'dial_color', 'case_material', 'crystal', 'movement']",137
12887,mountain 4,['textured'],137
15730,Breakaway: Clan of the Ice Mountains,"['x-ray', 'sold_by', 'lending']",137
17625,D-Day Beach Attack - Rub Down Transfers World War 2 Battle Scene,['manufacturer_recommended_age'],137
11855,Summit SPRF2D5IM,"['defrost_type', 'amps', 'energy_star', 'ice_maker', 'fan_type', 'cabinet_color', 'control_type', 'type', 'ada_compliant']",137
13160,Grande Hurricane Lamp,['colour'],138
13987,Walkabout Beach Resort,['check_out_time'],139
17988,Sea Shells Beach Club,"['year_last_renovated', 'check_in_time', 'check_out_time']",139
14324,Blue Sea Beach Resort,"['year_built', 'year_last_renovated', 'check_in_time', 'check_out_time']",139
14221,Latitude Festival 2017,['category'],140
15639,Monterey Bay: A Novel,"['x-ray', 'sold_by', 'lending']",141
16517,"""Gulf Station""",['price'],141
16549,Hampton Inn & Suites Lake George,"['number_of_floors', 'check_out_time', 'check_in_time']",141
16451,Willerby Solara Gold,['year'],142
17016,Aquarius - Season 1 & 2,['rating'],143
17462,Walking The Western Front The Somme DVD,['format'],144
5904,St. Croix Trading Earth First Yellow Racetrack Round: 3 Ft Rug,['type'],145
10900,2015 Ford Expedition 3.50 Limited - Peace River,"['white', 'status', 'transmission', 'automatic']",145
16988,Sea Gull Lighting February Sale,"['wattage', 'shade_material', 'bulb_shape', 'voltage', 'bulb_base']",145
5585,"Air Force One/In the Line of Fire (Blu-ray Disc, 2016, 2-Disc Set)","['ships_to', 'rating', 'free_shipping']",145
2467,The Square Root of Summer,['paperback'],145
17326,Rio Grande Games 155 Bohnanza Board Game (ACDD10942),['color'],145
3118,TOMS 10th Anniversary Classic Chambray Slip-on - Womens,"['insole', 'sole']",145
766,IWC Aquatimer Chronograph Galapagos Islands Men's Watch Item No. IW379502,"['calendar', 'product_category', 'dial_markers', 'case_size', 'band_material', 'crystal', 'case_back', 'crown', 'clasp', 'hands', 'dial_color', 'band_type', 'movement']",145
18820,Oxford Garden Classic Natural Shorea 3-Piece Chat Set with End Table,['assembly'],145
11463,24 in. L x 36 in. W Red & Black Waterguard Star QuiLight Mat,['shape'],145
11333,"RAVE 15' Aqua Jump Eclipse 150 Water Park, Northwoods Edition",['warranty'],145
12784,The Ultimate Vacation Collection (National Lampoon's Vacation / Vegas Vacation / European Vacation / Christmas Vacation),"['rated', 'studio', 'number_of_discs']",145
4003,Little Tikes Lil' Ocean Explorers 3-in-1 Adventure Course,"['is_assembly_required', 'color', 'contained_battery_type']",145
9319,2016 Scion FR-S 2.00 Release Series 2.0 - Notre-Dame-Des-Prairies,"['transmission', 'status', 'manual']",145
939,Torsion Springs,['finish'],146
2982,ANCIENT GREEK SANDALS,['measurements'],147
16109,Morden Lady's Rome Style PU Rings Women's Sandals,['closure_type'],147
15296,British Walkers (from Khadims) Mens Leather Sandals,"['department', 'product_group', 'binding', 'color']",147
4432,Wild Flowers of Crete,['format'],148
5508,uMhlanga Rocks,['category'],149
6957,Volcanic Tourist Destinations,"['copyright', 'copyright_holder']",150
