,titles,keys,cluster_num
18806,"Calculator Dell Optiplex 320, Intel Core 2 Duo E6300, 1.86GHz, 2Gb DDR2, 80Gb HDD, DVD-ROM","['tip_ram', 'unitate_optica']",2
18823,"DUFF-NORTON M2500-18 Machine Screw Actuator, 2000 lb, 18 In TVL","['numberofitems', 'location', 'ships_to']",2
16773,"HP 480 GB 2.5"" Internal Solid State Drive","['http', 'drive_type', 'packaged_quantity', 'product_name', 'drive_width']",2
16425,"Panasonic® DECT 6.0 Expandable Cordless Phone With Digital Answering Machine, KX-TGF344B Item # 971387","['volume_control', 'color', 'connectivity_technology', 'ports', 'speakerphone', 'wireless_technology']",2
18826,Lithium AA Batteries - 4 Pack,"['battery_type', 'battery_size', 'rechargeable', 'best_use']",2
18827,"Qnap personal cloud NAS/DAS with USB direct access, HDMI local display (TS-451A-2G-US)","['number_of_usb_30_ports', 'processor_count']",2
16426,"CableCreation Gold USB 3.1 Type C (USB-C) to DVI Adapter (DP Alt Mode) for Apple The New Macbook/ Chromebook Pixel/Dell XPS 13/Yoga 900/Asus Zen AIO/Lumia 950/950XL,Black",['color'],2
16772,"LENOVO Lenovo V310-15ISK 80SY - Core i5 6200U / 2.3 GHz - Win 10 Pro 64-bit - 8 GB RAM - 1 TB HDD - DVD-Writer - 15.6"" 1366 x 768 ( HD ) - HD Graphics 520 - 802.11ac","['processor_generation', 'aspect_ratio', 'processor_core', 'battery_chemistry', 'number_of_cells', 'operating_system', 'wireless_lan_standard', 'processor_type', 'processor_model', 'graphics_memory_technology', 'optical_drive_type', 'graphics_controller_model', 'product_type', 'finger_print_reader', 'memory_technology', 'bluetooth', 'ethernet_technology']",2
18830,2014 Ford Mustang V6 Cy V6 - Calgary,"['unknown', 'status', 'transmission', 'black']",2
18822,"3M™ Scotch-Weld™ Epoxy Adhesive 2158 Gray Part B/A, 1 Pint Kit, 6 per case","['physical_form', 'adhesive_type', 'product_type', 'color']",2
14387,Palash Fashion's Royal Looking Sky Blue Color Net Designer Wedding Lehengas (product Code - Pls-ts-9208),"['dupatta_fabric', 'wash_care']",2
18832,Delta Elevated Toilet Seat in White (DF570),"['finish', 'ada_compliant']",2
16428,Capital Lighting Fixture Company Taylor Polished Nickel Three-Light Pendant,"['finish', 'voltage', 'bulb_base']",2
16429,"Tri-Star TSR-6-V "" 6 Burner Commercial Range, Gas",['availability'],2
14386,"Canon Ls555h Wallet Calculator - 8 Character[s] - Lcd - Solar, Battery Powered -...","['number_of_display_digits', 'product_type', 'power_source', 'assembly_required', 'display_screen_type', 'color', 'packaged_quantity']",2
14385,"Chartpak Pickett Graphic Tape, 1/4' x 324', Matte, Black Item # 458375","['color', 'quantity']",2
14384,"Storage Cabinet, 12 ga., 78 In. H, 48 In. W","['finish', 'gauge', 'item', 'number_of_shelves', 'number_of_doors', 'casters_included', 'number_of_drawers', 'cabinet_color', 'assembledunassembled']",2
16430,"Golden Heavy Body Acrylic Paint, 16 Oz, Titanate Yellow Item # 952440","['quantity', 'contents_per_unit', 'paint_type']",2
18836,2017 Escape Se New Turbo 2l I4 16v Automatic Fwd Suv 4dr,"['location', 'model', 'sellerid', 'mileage']",2
16770,"Seagate Desktop HDD ST3250820A - Hard drive - 250 GB - internal - 3.5"" - ATA-100 - 7200 rpm - buffer: 8 MB (ST3250820A)","['form_factor', 'spindle_speed', 'specifications']",2
14408,Drone Led Green Strobe Light Faa Rc Plane Dji Inspire Phantom Yuneec Quadcopter,"['compatible_brand', 'ships_to', 'location']",2
14392,V7 Replacement Battery for Sony PCG-71913L OEM# VGP-BPS26 VGP-BPS26A 6 Cell,"['number_of_cells', 'product_name', 'battery_size', 'http', 'battery_chemistry']",2
16423,"Good Day™ Amenity Bar Soap, Pleasant Scent, 1/2 oz, 1000/Carton (Good Day™ TP390050) - New & Original","['packing_type', 'scent', 'colors']",2
16780,"3M™ Stikit™ Low Profile Finishing Disc Pad 05545, 5 in x 11/16 in 5/16-24 External",['manufacturer'],2
18809,"Keurig K-Cup, Coffee, Dark Roast, Big Easy Bold, 18 k-cups [7.41 oz 210 g)]","['water_filter', 'color_family']",2
18810,"Square D 9007C54B2 Heavy Duty NEMA Limit Switch, Full Size, 1 Pole, Std. Rotary Head, CW + CCW Operation","['product_group', 'package_quantity', 'binding', 'is_autographed']",2
18811,Panasonic PT-RZ470UK 3D Ready DLP Projector - HDTV - 16:9,"['video_signal_standard', 'green_compliance_certificateauthority', '3d_type', 'graphic_mode', 'native_aspect_ratio', 'hdmi', 'ethernet_technology', 'color']",2
18812,Volvo V50 D SE (2010),"['technical', 'interior', 'previous_owners', 'fuel', 'exterior']",2
14404,Tripp Lite SmartPro SMART1000LCDTAA 1000 VA Tower/Rack Mountable UPS,"['warranty', 'green_compliance_certificateauthority']",2
18813,2015 Nissan Altima 2.5 S,"['driver_vanity_mirror', 'trim', 'model', 'illuminated_entry', 'abs_brakes', 'cd_player', 'drive', 'remote_keyless_entry', 'delay-off_headlights', 'brake_assist', 'color', 'year', 'four_wheel_independent_suspension', 'power_windows', 'doors', 'dual_front_side_impact_airbags', 'fuel', 'overhead_console', 'speed-sensing_steering', 'engine', 'transmission', 'mp3_decoder', 'outside_temperature_display', 'trip_computer', 'front_reading_lights', 'power_door_mirrors', 'type', 'speed_control', 'tachometer', 'tilt_steering_wheel']",2
18814,Uttermost Adalbern Blue One-Light Crackle Table Lamp,"['finish', 'voltage', 'switch_type']",2
14393,Epson 48 Magenta Ink Cartridge (T048320),"['supply_type', 'cartridge_yield_type']",2
16778,"36"" Built In French Door Bottom-Freezer Benchmark Series Custom Panel","['water_dispenser', 'defrost_type', 'department', 'ada_compliant', 'ice_dispenser', 'energy_star']",2
16420,Canon EF 75-300mm f/4-5.6 III Zoom Lens with 2400 Case + 3 UV/CPL/ND8 Filters + Lens Hood & Pouch + Tripod + Cleaning Kit,"['maximum_aperture', 'lens_mount', 'diaphragm_blades', 'image_stabilization']",2
14401,"ComplyRight Double-Window Self-Seal Envelopes For W-2 Tax Forms, 5 5/8' x 9 1/4', White, Pack Of 200 Item # 781068","['paper_weight', 'envelope_closure', 'quantity', 'color']",2
14400,Collection LED MR 16 / 4 Watt / 30 watt Halogen replacement / 255 lumen / 6000k / 45 Degree Beam Angle / UL,"['dimmable', 'color_temperature', 'energy_star']",2
18817,Euro-Contemporary 1-1/2 in. Stainless Steel Cabinet Knob,"['finish', 'knob_shape', 'hardware_finish_family', 'builders_hardware_product_type']",2
16421,Trend-Lab 101411 Levi Bouquet Bib (4-Pack),['category'],2
18819,Commercial 8 in. 2-Handle Wall-Mount Low-Arc Bathroom Faucet in Chrome,"['installation_type', 'certifications_and_listings', 'included_components', 'connection_size_in', 'drain_included', 'number_of_faucet_handles', 'color_family', 'valve_included', 'features', 'colorfinish', 'handle_type']",2
14397,"HP 91 Black, Multi Pack Ink Cartridge, HP C9480A - New & Original","['oemcompatible', 'global_product_type', 'type', 'device_types', 'supply_type', 'colors', 'color']",2
14395,1 HP Submersible 2-Wire Well Pump,"['housing_material', 'certifications_and_listings']",2
16419,CD changer for Audi A8 (D2) (1994-2002) № 8D9 035 111,"['doors', 'car_type', 'position']",2
18781,New 2017 Toyota Camry SE,"['trim', 'engine', 'year', 'model', 'vehicle_type']",2
18780,Elegant Lighting Trinity Golden Iron 22-Inch Four-Light Pendant with Seeded Glass,['voltage'],2
16404,"Apple iPad Pro Original PureGear 4ft Flat MFi Certified Lightning USB Cable Sync and Charge Cable, Pink","['finish', 'color']",2
16391,Kyocera TK522M Magenta Toner Cartridge - New & Original,"['oemcompatible', 'page_yield', 'type', 'page-yield', 'device_types', 'color', 'colors', 'supply_type']",2
16807,Livex Lighting Monterey Antique Brass Three-Light Outdoor Fixture,"['resources', 'voltage']",2
18739,BMW 5 Series Saloon 3.0TD 530d M Sport (258 BHP) (2016),"['technical', 'interior', 'previous_owners', 'fuel', 'dimension', 'exterior']",2
14475,"Simmons Master Prosport Rifle Scope, 3-9x50, 1"", Truplex Reticle, 0.25...",['reticle'],2
16392,"Hewlett Packard Enterprise ProLiant DL360 Gen9 Performance - Server - rack-mountable - 1U - 2-way - 2 x Xeon E5-2660V4 / 2 GHz - RAM 64 GB - SAS - hot-swap 2.5' - no HDD - Matrox G200 - GigE, 10 GigE - monitor: none (851937-B21)",['memory_slots'],2
16806,"Peavey Ipr2 2000 Lightweight Power Amplifier 1,800 Watt Amp+(2) Cables","['platform', 'number_of_channels', 'form_factor']",2
16805,Jaguar E-Type Series 1 1961 3.8 Flat Floor OTS (1961),"['technical', 'interior', 'previous_owners', 'fuel', 'dimension', 'exterior']",2
18742,3700 Series Private Rear Loading 6 Door High Unit 23-1/2 in. Parcel Locker 1 PL6 4C Horizontal Mailbox in Sandstone,"['security', 'features', 'color_family', 'mount_type', 'us_postmaster_general_approved', 'assembly_required', 'color']",2
16390,MAZDA RX-8,"['space_saver', 'wheel_style', 'alloys', 'max_towing_weight-unbraked', 'fuel_tank_capacity_litres', 'tyre_size_spare', 'turning_circle-kerb_to_kerb', 'luggage_capacity_seats_up', 'no_of_seats', 'max_towing_weight-braked', 'max_roof_load', 'max_loading_weight', 'wheelbase', 'width']",2
14472,Mercedes-Benz B-Class B200 Urban (A),"['seating_capacity', 'engine_layout', 'type', 'boot_capacity']",2
18743,"Mayline Gray Laminate Medina Conference Tabletop - 72' x 48' x 1' - Beveled Edge - Material: Polyvinyl Chloride (PVC) Edge - Finish: Gray Steel Laminate, Silver Item # 256971","['assembly_required', 'quantity']",2
18744,HP Compaq dc5800 Pentium Dual-Core E2160 1.8GHz 2GB 80GB DVD XP Professional Small Form Factor,"['tech_support_by', 'packaging']",2
14470,Insteon White Dual-Band 6-Button Keypad Dimmer Switch,"['colorfinish', 'color_finish']",2
14469,Thermos Stainless Steel King 16-Oz. Travel Mug - Assorted,['color'],2
14468,"Astrobrights Colored Paper, 24lb, 8-1/2 x 11, Fuchsia, 500 Sheets (WAU22681)","['compliance_standards', 'sheets_per_unit', 'paper_weight', 'paper_finish', 'size']",2
14467,2014 CHEVROLET Malibu LS,"['interior_color', 'transmission', 'exterior_color']",2
16804,"ASCO® 12R Manual Pipe Threading Die Head, 1-1/2 - 11-1/2, Right Hand NPT, Alloy Steel","['type', 'thread_direction', 'thread_type', 'warranty']",2
16803,"Item # 9001K2L1W, 30mm Push Button - Illuminated, No Guard Top","['knob_type', 'csa_file', 'lens_color', 'knob_color', 'operator_type', 'number_of_operators', 'light_module_supply_voltage', 'light_module_type', 'operator_action', 'number_of_positions', 'lens_type']",2
14471,Lsi Logic Lsi00195 Sas9211-8i 8port Int Kit,['product_type'],2
18746,Classics White Patio Bar Arm Chair,"['chair_design', 'chair_features', 'chair_height_type', 'frame_primary_finish', 'assembly_required', 'commercial_residential', 'seating_type', 'chair_type', 'patio_furniture_features', 'frame_material']",2
14476,"Hallowell Metal-Wood Hybrid Locker, 36""W x 18""D x 78""H, 708 Midnight Ebony Body and Frame with Red Oak Doors, Double Tier, 3-Wide, Assembled",['width'],2
14478,"Panasonic DMW-BLF19 Rechargeable Lithium-ion Battery Pack (7.2V, 1860mAh)",['chemistry'],2
16815,HP 61 Tri-colour Ink Cartridge,['categories'],2
14488,Self-Adhesive Jewel Embellishments (2 Pack) - Crystal Red #1,['colour'],2
14487,"Audi A5 Sportback 1.8 TFSI Multitronic (17"") (A)","['turning_circle', 'seating_capacity', 'engine_layout', 'valves', 'ground_clearance', 'cylinders', '0-100_kmh', 'type', 'boot_capacity']",2
16814,Westinghouse Lighting Casanova Supreme 42-Inch Antique Brass Ceiling Fan,"['bulbwatt', 'finish']",2
14486,Apple iMac 27' Retina 5K (MK462LL/A),['productgroep'],2
16386,Drop-In Stainless Steel 25 in. 4-Hole Single Bowl Kitchen Sink,"['number_of_basins', 'sink_material', 'certifications_and_listings', 'family', 'sink_shape', 'sink_finish_type', 'minimum_cabinet_size_in', 'included', 'color_family', 'mount_type', 'colorfinish', 'number_of_faucet_holes', 'package_type', 'kitchen_product_type']",2
18724,"Best-Rite® Enlighten Marker Board, Tempered Glass, 24'H x 36'W, Gloss White Item # 395507","['board_use', 'frame', 'board_features', 'shape']",2
14484,2017 Toyota Camry Hybrid 2.50 XLE Hybrid special purchase! Save $ - Georgetown,"['status', 'transmission', 'automatic']",2
18735,"2016 Ford F-150 For Sale in Kennesaw, GA","['engine_displacement', 'compression_ratio', 'towing_capacity', 'front_headroom', 'exterior_body_width', 'front_legroom']",2
18727,"LG 24CAV37K-B 23.8"" IPS Widescreen LED Monitor 1920x1080,5ms,Speakers","['product_series', 'http', 'panel_type', 'monitor_type', 'package_type']",2
14483,Epson 14 Color Ink Cartridge (T014201),"['supply_type', 'cartridge_yield_type']",2
16387,#10-32 x 1 in. Phillips-Slotted Round-Head Machine Screws (6-Pack),"['finish', 'fastener_head_style', 'finish_family', 'measurement_standard', 'package_quantity', 'screw_length', 'size', 'drive_style', 'self_tapping', 'primary_use', 'head_style', 'fastenerconnector_material', 'indooroutdoor', 'coated', 'fastener_thread_type', 'self_drilling', 'fastener_type', 'fastener_plating']",2
16812,"Fixed Work Table, Steel, 60"" W, 36"" D",['item'],2
18730,"Canon PowerShot SX410 IS 20.0 MP Digital Camera with 40x Optical Zoom (24-960mm) and 24mm Wide-Angle lens, 3.0 Inch LCD and 720P HD Video - Red (Certified Refurbished)","['flash_type', 'digital_zoom', 'usb_20', 'contained_battery_type', 'viewfinder_type', 'optical_sensor_resolution', 'optical_zoom', 'minimum_aperture']",2
14481,Hand-Painted Sol Yellow 3 in. x 6 in. Glazed Ceramic Wall Tile (1.25 sq. ft. / case),"['product_thickness_mm', 'tile_material', 'tile_finish', 'number_of_tiles_per_case', 'commercial_residential', 'break_strength_lb', 'suggested_grout_line_size', 'style_type', 'color_family', 'tile_features', 'colorfinish', 'approximate_tile_size', 'flooring_product_type']",2
16388,MSI GeForce GTX 1070 AERO 8G OC Graphics Card,['interface'],2
18733,Michael Kors Women's Darci Two-Tone Watch MK3298 796483112919,"['case_material', 'watch_shape', 'display', 'ships_to', 'location', 'movement', 'features']",2
16808,"InFocus JTouch INF5701P 57"" Edge LED LCD Touchscreen Monitor - 16:9 - 9.50 ms",['display_type'],2
18728,"Item # 9001K11J35G, 30mm Selector Switch, Standard Knob - Illuminated","['knob_type', 'csa_file', 'lens_color', 'knob_color', 'operator_type', 'number_of_operators', 'light_module_type', 'operator_action', 'number_of_positions', 'lens_type']",2
14465,Vauxhall Corsa 1.4 Sting 3 Dr (2016),"['technical', 'interior', 'previous_owners', 'fuel', 'dimension', 'exterior']",2
18748,Subaru Impreza 2.0i-S 4Dr (A),"['engine_layout', 'type', 'boot_capacity', 'seating_capacity']",2
16802,Ricoh Type 120 Original Toner Cartridge - Black,"['print_color', 'print_technology', 'packaged_quantity', 'product_type', 'assembly_required']",2
16794,Pentax K10D - digital camera,"['viewfinder_type', 'technology', 'included', 'self_timer', 'battery_form_factor', 'form_factor', 'quantity', 'qty', 'packaged_quantity', 'color_support', 'output_type']",2
18771,W-630-SPB-3/4,"['wheel_diameter', 'wheel_colorfinish', 'wheel_type', 'low_temp_range_f', 'cushioning_resilience', 'quiet_operations', 'relative_cost', 'hub_length', 'relative_capacity', 'wheel_face', 'high_temp_range_f', 'bearing_type', 'impact_resistance', 'abrasion_resistance', 'rolling_ease', 'floor_protection', 'type', 'chemical_resistant', 'moisture_resistance']",2
18772,Quality Park Clasp Envelope - Clasp - #94 - 9.25' Width x 14.25' Length - 28 lb - Gummed - Kraft - 100 / Box - Kraft Item # 531599,"['color', 'envelope_closure', 'quantity']",2
16402,Vigo Brushed Nickel Bathroom Vessel Faucet,['finish'],2
16793,Targus Groove TAA-CVR617 Carrying Case (Backpack) for 17' Notebook - Black Item # 577462,"['carrying_options', 'applicationusage', 'color']",2
18774,Guess Rose Gold-Tone Ladies Watch W0200L1,"['display_technology', 'age_group', 'power_type', 'color']",2
14446,"Lenovo 14"" IdeaPad N42-20 Chromebook, Intel N3060 Dual-Core, 16GB eMMC SSD, 4GB DDR3, 802.11ac, Bluetooth, ChromeOS","['wireless_type', 'graphics_coprocessor', 'processor_count', 'computer_memory_type', 'operating_system', 'color']",2
14445,ESP LTD EC-1000 6-String Electric Guitar Koa Limited Edition,"['body', 'hardware', 'fingerboard']",2
16795,Original 170W Adapter Charger for Lenovo 4X20E50574 ADL170NLC3A + Cord,['color'],2
14444,StarTech 3 ft Mini DisplayPort 1.2 Cable M/M - Mini DisplayPort 4k,"['connector_plating', 'cable_type', 'http', 'packaged_quantity', 'packing', 'color']",2
16403,Half Sheet Self Adhesive Shipping Labels for Laser & Inkjet Printers 200 Coun...,"['free_shipping', 'ships_to', 'location']",2
16792,Bushnell Outdoor 511072 Simmons 22 Mag 3-9X32 Ao Matte Truplex Gun Scope,['reticle'],2
18777,Citizen Eco-Drive Men's Watch Item No. AW7020-51A,"['case_material', 'calendar', 'clasp', 'hands', 'case_size', 'case_back', 'dial_color', 'crystal', 'bezel', 'product_category', 'movement']",2
14441,HF-P 3/414 TL5 III 220-240V 50/60Hz IDC,"['family', 'minimum_order', 'pieces_per_pack', 'packing_configuration', 'standard_packaging', 'packs_per_outerbox']",2
14440,"Eizo FlexScan EV2736W 27"" LED LCD Monitor - 16:9 - 6 ms","['screen_mode', 'vertical_viewing_angle', 'response_time', 'backlight_technology', 'aspect_ratio', 'horizontal_viewing_angle']",2
16791,In-Dash DVD/AM/FM/MP3/ MP4 Player with LCD color screen,['packaging'],2
18778,Panasonic Lumix G X Vario 12-35mm f/2.8 II ASPH Power OIS Lens with Flash + Soft Box + Flash Diffusers + 3 UV/CPL/ND8 Filters + Cleaning Kit,"['maximum_aperture', 'focus_type', 'minimum_aperture', 'diaphragm_blades']",2
16790,Grace RevitaliZe 1-3/8 in. (35 mm) Brushed Bronze Cabinet Knob,"['hardware_finish_family', 'knob_shape', 'package_quantity', 'builders_hardware_product_type']",2
14443,2017 Ford Edge Sport Anderson SC,"['drive', 'doors', 'body', 'transmission', 'mileage', 'int_color']",2
14450,michael kors Ritz Chocolate MOP Acetate/Stainless Steel Mid-Size Watch MK5038 By michael kors,"['crystal', 'water_resistant']",2
18768,HP Tesla 2070 Graphics Card - 6 GB GDDR5 SDRAM - PCI Express 2.0 x16 SH886A,"['form_factor', 'interface', 'memory']",2
18766,Land Rover Free Lander Car,"['fuel_type', 'engine']",2
18750,Rubbermaid® WaveBrake Down Press Combo Mop Bucket,"['number_of_compartments', 'quantity', 'assembly_required', 'color']",2
14463,W-1041-GB95-1-1/4,"['wheel_diameter', 'bearing_type', 'abrasion_resistance', 'low_temp_range_f', 'moisture_resistance', 'cushioning_resilience', 'floor_protection', 'quiet_operations', 'high_temp_range_f', 'chemical_resistant', 'relative_cost', 'relative_capacity', 'rolling_ease', 'wheel_face', 'impact_resistance']",2
18752,Schneider Electric Square D Harmony - 9001KS11FBH5,['degree_of_protection_ip'],2
16801,"Lorell Modular Mahogany Conference Tabletop - Rectangle Top - 60' Table Top Length x 48' Table Top Width x 2' Table Top Thickness - Assembly Required - Laminated, Mahogany, Melamine - Chipboard, Medium Density Fiberboard (MDF) Item # 9975844","['base_included', 'table_shape', 'assembly_required', 'quantity']",2
16395,"Irwin Black Gold 9/64"" High Speed Steel Jobber Drill Bit",['length_group'],2
18755,Sweet Alhambra Effeuillage Earrings Replica Yellow Gold 4 White Mother-of-pearl,['color'],2
18756,Acclaim Lighting White 22-Inch LED Undercabinet Light,"['finish', 'voltage']",2
18758,Intel PRO/1000 PT Dual Port Server Adapter - Network adapter - PCI Express,"['data_link_protocol', 'form_factor', 'connectivity_technology', 'device_type']",2
16397,2016 Mazda Mazda CX-5 Grand Touring SUV,"['speed-sensing_steering', 'telescoping_steering_wheel', 'panic_alarm', 'power_windows', 'power_steering', 'illuminated_entry', 'air_conditioning', 'electronic_stability', 'front_reading_lights', 'outside_temperature_display', 'overhead_console', 'traction_control', '1-touch_down', 'tachometer']",2
14459,Led Uv Flashlight Torch Light Blacklight Purple Ultra Violet Light 395nm Lamp Aa,"['battery_type', 'platform', 'features']",2
18760,ASUS Dual LGA 2011 R3 SSI EEB Server Motherboard Model Z10PE-D16,['video'],2
16398,LG BP250 Blu-Ray Disc/DVD Player,"['child_lock', 'usb']",2
16399,Surya Sea Rectangular: 2 Ft. 6 In. x 8 Ft. Rug,['resources'],2
14456,California Shag Ivory 9 ft. 6 in. x 13 ft. Area Rug,"['construction', 'backing_material', 'cleaning_instructions', 'rug_weave', 'rug_material', 'color_family', 'colorfinish', 'features', 'area_rug_pattern', 'area_rug_style', 'flooring_product_type']",2
18761,"Allied Machine & Engineering 18YT-9.5 TiN Coated Premium Cobalt Original T-A Drill Insert, Series Y, 9.5 mm Diameter (Pack of 2)","['package_weight', 'package_dimensions', 'availability']",2
16799,"Summit Commercial SBC570B Complete Sankey tap Kit, with 3 lb. CO2 tank and regulator, auto defrost, reversible doo",['availability'],2
18763,Compatible Dell T0529 Black Ink Cartridge - Compatible (Remanufactured),"['type', 'color']",2
16797,Gibson SG '61 Reissue 2007 - Black with Gold Hardware - Guitar of the Week #6 - Excellent - OHSC,"['year', 'categories', 'product_specscondition']",2
14451,"Pro Grade 3300 Polyurethane Sealant, Black ~ 10.1 oz (Set of 24)",['color'],2
16768,CablesToGo (C2G) 27573 RJ45 Cat5E Modular Plug (with Load Bar) for Round Solid/Stranded Cable Multipack (25 pack),"['rohs', 'length', 'warranty', 'color']",2
14382,2012 Toyota Corolla LE - Gatineau,"['white', 'status', 'transmission', 'automatic']",2
16765,"SunWorks® Construction Paper, 9' x 12', White, Pack Of 50 Item # 566847","['number_of_sheets', 'paper_weight', 'acid_free', 'color']",2
18840,Tripp Lite DisplayPort 1.2 to HD Active Adapter M/M UHD 4K x 2K 1080p 3',"['connector_on_second_end', 'connector_plating', 'cable_type']",2
18929,Linksys AC1200 MAX Wi-Fi Gigabit Range Extender / Repeater (RE6500),['power_source'],2
18931,2017 Mazda CX-5 Touring,"['body', '2-stage_unlocking', 'mileage', 'traction_control', 'external_temperature_display', 'engine', 'trip_computer', 'transmission']",2
18932,Otterbox Commuter Case Samsung Galaxy Note 3,"['product_group', 'package_quantity', 'label', 'studio', 'product_type_name', 'department', 'size', 'binding', 'color']",2
18933,Fotodiox Pro Lens Mount Adapter - Pentax 645 (P645) Mount SLR Lens to Fujifilm X-Series Mirrorless Camera Body,['warranty'],2
16465,"Impact Socket Set, 1/2 In Dr, 25 pc","['drive_size', 'finish', 'sae_or_metric', 'drive_type']",2
14300,Canon LX-MU700 Specifications,['aspect_ratio'],2
16467,Summit FF7LBLBI Counter Height Medical Refrigerator 5.5 cu.ft.,"['door', 'color', 'capacity']",2
14299,2017 SKODA Octavia RS NE RS 230 Sedan 5dr Man 6sp 2.0T [MY17],"['fuel_delivery', 'fuel_capacity', 'transmission', 'model', 'fuel_urban', 'fuel_consumption', 'fuel_extra_urban', 'engine', 'width', 'cylinders', 'release_date', 'fuel_type', 'ron', 'fuel_combined']",2
16464,"Apple Barrel Acrylic Paint Set, 18 Piece (2-Ounce), PROMOABI Best Selling Colors","['free_shipping', 'ships_to']",2
14298,FH16 Eaton - New Heater,['voltage'],2
14297,Lenovo ThinkCentre M700 10GT002DUS Desktop Computer - Intel Core i3 (6th Gen) i3-6100 3.70 GHz - 4 GB DDR4 SDRAM - 500 GB HDD - Windows 7 Professional 64-bit upgradable to Windows 10 Pro - Small Form Factor - Black,"['product_line', 'form_factor', 'graphics_controller_model', 'total_number_of_usb_ports', 'memory_type', 'color', 'processor_generation', 'optical_media_supported', 'optical_drive', 'graphics_type', 'graphics_memory_technology', 'processor_type', 'operating_systems', 'energy_star']",2
18940,"Tool Shop® 3/4"" Drive Socket Set - 20 Piece",['finish'],2
14294,"Brenton Studio™ Mesh Wall Letter File, Black","['color', 'mounting_hardware_included', 'quantity']",2
14293,"Pyle PPSJ15 15ft. 12 Gauge Speaker Cable W/ Speakon to 1/4"" Male","['new', 'finish']",2
18941,SAND A880-D2000LX38-02 CORODRILL 880 U-DRILL 5723440,['hand'],2
18942,SONY - DVD PLAYER WITH USB CONNECTIVITY - MODEL: DVP-SR370 - FREE DELIVERY!,['shipping_from'],2
18943,‎EC-A2 020-060C06-40 IC903,"['coating', 'shank_size', 'no_of_flutes', 'shank_type', 'grade', 'helix_angle', 'cutting_edge_material', 'measurementtype', 'length_group']",2
18944,Rubbermaid 1971993 Brute 95 Gallon Blue Step-On Rollout Container with Lid,"['type', 'lid_type', 'casters', 'color']",2
16468,"Philips Sonicare AdaptiveClean Brush Heads, 6-pack","['size', 'color']",2
14290,"HPE Cat5 Cables, 3ft, 4-pack","['connector', 'availability', 'warranty-labor', 'more_from', 'warranty-parts']",2
18927,"Sprayon SP607L Belt Dressing, 14 oz. Non-Aerosol Liqui-Sol Spray - s000607LQ - Pkg Qty 12",['package_quantity'],2
18926,2008 08 BMW 5 SERIES 2.0 520D SE TOURING 5DR AUTO 175 BHP,"['transmission_type_automatic', 'fuel_type_diesel', 'doors_5']",2
14320,"X-9 Multiuse Copy Paper, Letter Size Paper, FSC Certified, 24-Lb, Ream Of 500 Sheets, Case Of 10 Reams Item # 386241","['number_of_holes_punched', 'paper_finish_type', 'paper_weight', 'sheet_size', 'eco-conscious', 'acid_free', 'eco-labelstandard']",2
14319,Hyundai Veloster 1.6 GDi 4dr,"['fuel_type_petrol', 'transmission_type_manual']",2
18916,Polka Dot Chiffon Cold Shoulder Wrap Dress - White - Xl,"['package_contents', 'season', 'neckline', 'dresses_length', 'pattern_type', 'sleeve_length', 'silhouette', 'fabric_type']",2
14317,SkyZone 5.8Ghz 200mw FPV Wireless AV Tx & Rx Set,['channels'],2
14316,Wickes Avon Composite Door Black 2 Panel 2100 x 920mm Left Opening,['colour'],2
14315,Certified Refurbished - Apple MacBook Pro 15-Inch Laptop - 2.0Ghz Core i7 / 4GB RAM / 500GB MC721LL/A (Grade B),"['operating_system', 'processor_type']",2
14314,"R & F Handmade Paints Pigment Sticks, 38 mL, Sap Green, Pack Of 2 Item # 963645","['quantity', 'paint_type']",2
16462,Lenovo ThinkServer TS150 70LV0036UX 4U Tower Server - 1 X Intel Xeon E3-1225 V5...,"['controller_type', 'number_of_power_supplies_installed', 'form_factor', 'product_type', 'memory_technology', 'processor_core', 'product_line', 'raid_levels', 'operating_system', 'rack_height', 'number_of_processors_supported', 'processor_type', 'optical_drive_type', 'ethernet_technology']",2
14306,Tripp Lite 12ft Mini Stereo to 2 RCA Audio Y Splitter Adapter Cable 3.5mm M/M 12' Item # 539780,['connector'],2
14313,"Sola Hevi-Duty HS19F500B Transformer, Buck-Boost, 120/240 x 12/24V, .500 kVA",['phase'],2
18920,CyberpowerPC Desktop Computer Sealth Reaper S10TLQ Intel Core i7 7th Gen 7700K (4.2 GHz) 16 GB DDR4 2 TB HDD 256 GB SSD NVIDIA GeForce GTX 1070 Windows 10 Home 64-Bit,"['operating_system', 'chipset', 'usage', 'ethernet', 'type']",2
14311,1/2 in. x 3/4 in. Brass Sweat x MPT x 10 in. L Freeze-Resistant Anti-Siphon Sillcock,"['compatible_pipe_material', 'application', 'indooroutdoor']",2
14310,"Storex Dura Grip D-ring White View Binders - 2"" Binder Capacity - 8 1/2"" x 11"" Sheet Size - 540 Sheet Capacity - 1 Each","['sheet_size', 'packaged_quantity']",2
16733,Nuvo 24' Cuttable Towel Bar and 6' Pull Shower Door Combination - Satin Nickel,"['finish', 'diameter']",2
18922,Genuine Epson T0443 Magenta Ink Cartridge (T044320),"['technology', 'color']",2
14308,BENTLEY CONTINENTAL GTC 2007,"['owners', 'vehicle_sub_type', 'colour', 'category', 'doors', 'seats', 'fuel_type']",2
